review,rating
pokoke memuaskan dehh,5
shopee the best lah,5
belanja sangat mudah di shopee dan ber amanah,5
baik,5
kenapa saya sekarang ga bisa masuk ke Shopee. mohon dtindaklanjuti,5
BagusMbatu,5
bagus,5
sangat mudah digunakan,5
sangat membantu,5
the best online shop 👍👍👍👍👍,5
"Aplikasi yang bagus...makin sukses ya,",5
banyak toko2 penipu di apk ini... jangan instal apk ini... saya korban dr toko penipu yg ada di apk ini. dan uang sya raib tak kembali hnya mendpat brg rosok.,1
semoga lebih di tingkatkan lagi,5
shoppe smoga slalu jaya,5
suka banget belanja di shoppe mudah murah dan cepat.. mohon izin untuk akun saya sering sering dpt bonus yha Kaka hahahhay🤣🤣,5
sangat membantu,5
"Hati hati belanja disini..Karena Expedisi jnt sudah tidak ada,pake nya SPX. lemot kali. Telat lama",2
Shopee is the best 👍,5
Bnyk penipuan disini awas aplikasi gk jls psn paket isinya Zong akun diblok,1
sangat membantu,5
"Sudah sering belanja melalui Shopee, semuanya berjalan dengan lancar.",5
"kecewa sama shopee, pengembalian dana tidak difasilitasi dengan baik. barang dikembalikan lagi dengan kondisi yang buruk, padahal saya kirim dengan kondisi yang sangat baik.",1
"belanja makin menyenangkan, praktis, plus banyak potongan, voucher,dll.",5
semakin berkembang bukanya semakin seneng dan mempermudah seller untuk mempromosikan penjualan agar shope semakin maju shope pun terus berkembang. inh malah kebalikannya dikit2 pelanggan ambil saldo penjualan penyesuaian dana Tampa ada pemberitahuan/notifikasi pelanggan. saya cek performa toko baik poin pinalti pun tidak ada TPI anehnya dana kena PENYESUAIAN ANEH SEKALI DAN TIDAK MASUK AKAL.LAPORAN KE CS CUMAN DILEMPAR2 SAJA PERMASALAHANYA TIM TERKAIN PUN TIDAK BISA MENJELASKAN APAH PENYEBABNYA,1
baik,4
mantap,5
kenapa sekarang shopee kebanyakan pengirimannya tidak tersedia?,3
mmbantu law kga da uang tunai,5
sangat bermanfaat,5
Its easy to find something we want here...good,5
"apa lah ni ,sikit sikit retur,padahal g ada saya retur,SPX nya rada""",1
"sampai saat ini belanja di apk ini sangat bagus dan banyak membantu,.",5
Oke,5
sangat bagusss sekali dan membantu,5
intinya hati hati kalau dishopee,1
"Ongkir gratis terus, itu enaknya belanja di Shopee..",5
"minimal Diskon/Voucher nya lama in tanggal nya Jagan cepat""😘🤟😇",5
sekarang gak repot2 belanja lagi...sophee is the best,5
Sangat membantu sekali,5
bagus banget shopee aku selalu beli barang di shopee,5
bagus,5
keren,5
sukses dan semakin berkembang..,5
Ini sangat terbaik,5
biarkan bintang yg berbicara 👏👏,5
Terima kasih untuk aplikasinya lumayan akses untuk disabilitas,5
semoga makin berkembang ya shopee barang yang dijual jual sesuai banget dengan yang di foto pokoknya sukaa deh sama shopee,5
ok,3
ok,5
sangat bagus,5
"sangat memudahkan, terimakasih shopee",5
baik,5
bayak macam barang dan bgus bagu,5
Pelayannan cepat bagus,5
bagus,5
udah bagus gak lelet lagi👍,5
kasih bintang 5 untuk sekarang puas ..blanja di Shopie,5
"Belanja Lebih Sering di Shope,simple banget&Selalu memberikan Kemudahan..Terima Kasih Shope",5
baik dan menarik,5
Pokoknya Ajiib,5
"tempat belanja yg asyik.. semua, ada dan murah.. lho",5
"alhamdulillah, amanah",5
baik,5
"mudah banget belanja disini buat kaum mageran, apk nya simple, dan banyak diskonnya, apalgi kalo udh dpt mem gold/platinum",5
belanja di Shopee sangat memuaskan,5
bagus,5
"shopee semakin hari semakin mantab ya, sukses selalu ya...",5
ga muncul muncul gambarnya nge lag kadang keluar sendiri,1
ekspedisi nya konyol. ngasih bukti pesanan di terima saya. padahal saya tidak menerima pesanan nya. makasih Shopee. bintang 1 terlalu baik untuk anda,1
👍👍👍,5
Jelek,1
recommended bgt,5
bagus banget,5
"kenapa paylater saya gak bisa di gunakan, padahal pembayaran tepat waktu",1
"kak, kok aplikasi pelacak pesanan enggak ada perubahan masih berkutat disitu"" aja enggak ada perubahan update nya.... mohon penjelasannya kak ???",4
"saya sangat suka dengan olshop shopee, saya menggunakan aplikasi ini sudah puluhan tahun, sampai sya bisa jadi member ship, mksh shopee dengan adanya shopee di manapun dan kapanpun kita bisa belanja sesuka hati kita",5
mantap,5
shopee selalu di hati para pembeli🥰,5
mantul,5
wah parah. tiap mubggu nganbil saldo 3k. tanpa izin. kakan duit haeim nih apk. ngambil saldo org tnpa ijin. udh lebih dari 50k kalau ditotalin woi,1
sangat puass aku bisa belanja tanpa menunggu lama untuk datang ke alamat ku Lop lop shopee ♥️🙏🏻,5
"sudah di perbaharui kenapa ngak reponsif, kenapa tambah lambat",4
mantap,5
"murah,gratis ongkir,bisa cod cek dulu lagi",5
alhamdulillah setiap kali order puas gak kecewa,5
BAGUSSS,5
Shopee tetap dihati!,5
pgriman cpat,5
bagus,5
ada reaksinya bagus,5
Shopee sangat membantu sx mo blnja ap aj lbih mudah dan tentunya free ongkir.. tpi kok skr byr pkai Shopee pay kena adm dan voucher potongan harga ga gila2an kyak dlu.. bnyk syarat-syarat ny skr.. kdonny smga voucher ny gila2an lg🙏mksh Shopee,5
sangat bagus dan puas,5
"aplikasi nya bagus, cuma knp yh akhir² ini klo belanja pesanan sllu gk smpe rumah, status pesanan nya sllu ""pemesan tidak ada ditempat atau tidak dapat dihubungi"" kalo gk ya ""pesanan ditolak dan akan dikirim kembali ke pengirim"" pdhlkan tuh paket gk smpe rumah udh gitu nomor saya sllu aktif kok hp juga gk saya silent, saya juga gk kemana² dirumah ae klo pun bingung letak rumah nya dimana kan bisa nanya ke tetangga saya klo gini kan dah cape² nunggu dri pihak tokony juga dikira saya yng cancel🤦",4
jadi mudah semua👍🏽👍🏽👍🏽👍🏽👍🏽,5
is the best 👍,5
sangat membantu,5
mantap,5
oke punya maszzzzeee....,5
aku suka aplikasi ini,5
Min sebulan 30 hari harusnya Shopee VIP minimal gratis ongkir min belanja 0 30 dong jangan 10x.,4
sangat suka dgn shoppe,5
suka blnja di shopee gratis onkir,5
mantap,5
gak bisa daftar udah berulang ulang,1
tempat belanjan paling saya sukai,5
memudahkan untuk belanja online,5
mantap,5
belanja di shopee lebih hemat tenaga,5
bagus,5
suka banget pokokx,5
belanja online yang mudah dan cepat.,5
aplikasi belanja online terbaik,5
pengiriman lewat shopee cepat dan jelas pelacakannya,4
ga bisa cod skrg jelekkk,3
sangat baik dalam melayani konsumen dan selalu memberi vocher berlimpah,5
"tolong dong shopee kasih kejelasan, mau beli produk pakai voucher potongan 100% sampai dengan 20ribu 0 limit pembelian, begitu checkout ga bisa...buat apa saya beli shopee Vip...tanya choki kok lelet, ga da jawaban... mf sy turunkan bintang 1. klo bs naik lgi 5 bntang...",1
mantap,5
Tolong untuk toko/penjual yang nakal di beri teguran se jerah jerah nya,5
Semakin d tingkatkan lg,5
shopeepaynya ga bisa dipake beli barang,1
terbaik sekali,5
Alhamdulillah amanah dan dapat di percaya,5
"pelayanan cepat tanggap klau ada mslh dlm pengembalian dana, jika benar2 barang yg datang tdk sesuai dgn nota pesanan",5
tuk saat ni . puas,5
"bagus, tp sayang paylater saya GK di ACC terus..",5
serba gmpang,5
menyenang kan,5
bagus dan cepat barangnya sampai,5
gk pernah kecewa beli di aplikasi satu ini mantul pokok,5
"Sejak menjadi member Shopee, pelayanan bagus dan terhadap pesanan yang tidak, returnya cepat dan aman. Terima kasih Shopee",5
good idea,5
binantang,1
"ssyang barang kurang lengkap,cari busa rokok aja yg keluar tdk ada....mengecewakan",1
bagus banget aplikasi Shopee,5
sempurna,5
sesuai harapan cukip memuaskan,5
"gila sih Shopee sekarang kacau banget, gw pesen paket nunggu lama malah barang mau dikembalikan wkwk",1
Sangat membantu..jg amanah,5
"maaf kasi rating 1. Karena shope benar-benar mengecewakan sekarang. aplikasi berat tidak juga dibuat ringan,tiap buka aplikasi pasti auto kebuka video/live sangat mengganggu,tiap mau klaim voucher selalu lemot padahal jaringan stabil, belum klaim sudah habis. Tahunan pakai shopee,baru sekarang kecewa,mohon diperbaiki aplikasinya terimakasih 🙏",1
mantap Uyyy 👍🏻☺️,5
Bagus,5
"bagus, sarannya saat pengantaran, si pembeli dapat tahu siapa nama dan nomor hp kurir yg mengantar paket tertera jelas di proses pengiriman supaya mudah bertanya. terkadang ada kurir yg tdk tahu siapa temannya yg sedang mengantar paket ketempat saya. akhirnya bingung mau menghubungi kemana",5
top,5
ok,1
"semoga memberikan pelayanan yang terbaik,selalu mengingatkan kepada penjual agar memperhatikan kualitas barang dan waktu pengiriman",5
memuaskan,5
sekarang belanja di shope lebih murah 😊,5
"Saya sangat senang dgn shopee,apa lagi cod nya sudah byk, harga dan ongkirnya jg murah dibanding lapak lain.Namun yg saya sayangkan adalah kurir SPXnya kurang teliti,paket sudah datang semuanya tapi yg dibawa hanya sebagian,besoknya diantar lagi,akhirnya kena sekali lagi ongkir tambahan walaupun masih dalam wilayah pengantaran",5
selalu amanahhh suka bgt,5
"sy seneng , lbh memilih blj di shopie,krna pelayanan tanggapan serta harga lbh murah.Ilove you shopie.☺️🥰🥰🥰",5
kecewa sama shopee. ada Spaylater sma Spinjam tetap tidak bisa di gunakan. di tolak mulu. payah,5
bagus,5
sangat baik untuk beli online,5
cara belanja praktis di rumah,5
bagus cepat,3
mntap,5
"Saya kecewa dengan layanan pengiriman di Shopee. Sangat tidak profesional jika pengiriman membutuhkan waktu selama ini tanpa kejelasan. Mohon tingkatkan kualitas pengiriman dan koordinasi dengan mitra logistik, karena pengalaman seperti ini",2
Sangat membantu utk berbelanja. saran : user harap dilarang menggunakan profile yg mirip shopee agar pengguna lain tidak dirugikan oleh pihak yang mengatasnamakan shopee padahal sebenarnya dia penipu.,5
mantap pisan,5
lama dibuka malah jadi berat meski sudah bersihkan cache,1
shopee semakin top,5
turun bintang terkait pelayanan Spx yg Poyonganya 1000 kali lipat,1
bagus,5
oke,5
"di shope murah,, belanja apa aja gratis ongkir, dan cod cek dulu😄",5
sangat puas,5
banyak voucher,5
aplikasi yang sangat bagus cocok untuk belanja,5
"Penanganannya kurang gercep, dan gak jelas.",1
mantap harganya murah murah dan kurirnya cepet ngantarnya....,4
pelayanan memuaskan,5
mencari barang mudah dan murah. terus pertahankan amanahnya,5
puas mengunakan aplikasi shoppy.,5
"karena ada shopee sangat mudah untuk berbelanja di online shop,",5
sangat baik,5
selalu terpercaya puas belanja disini,5
memudahkan pembeli memilih barang 👍,5
"barang sesuai pesanan, ongkir lebih hemat, diskon lebih bnyak, dtang lbih cpat, pokoknya mntep lh.",5
ini shopee mau bangkrut ya sampai call senter aja udah ga ada ?,1
mantap,5
lumayan membantu,5
"lebih di tingkatkan lagi pelayanan nya,gratis ongkirnya di perbanyak ya,perbanyak lagi toko yang melayani cod nya karna sangat terbantu dengan adanya cod.",4
"lebih mudah , cepat dan banyak diskon jadi lebih murah tentunya ...",5
Hanya Shopee Pilihan Terbaik👍👍👍,5
shopee the best,5
"bagus ,tapi klo paman makanan ngantar ituh telponnya gak masuk kecuali klo kita masuk ke shoopenya",4
semakin berkembang semakin sukses untuk shoppe,5
mantavvvv,5
gausah ragu belanja di shoope,5
terimakasih shopee,5
sudah tahunan belanja di Shopie...ga pernah ke yg lain....mantap pelayannya...,5
terbaik,5
asalamualaikum terimakasih banyak atas semua pesanan barang sangat puwas sekali belanja produk sopir🙏🙏🙏🙏,5
belanja jadi mudah tanpa hrs keluar rumah,5
oke banget,5
selalu puas blnja d shopee,5
puaassss,5
bagussekali,5
Bagus..tidak pernah salah alamat pemesan,5
pesan nya slalu benar dan sampai di tujuan,4
bagus,5
sangat sesuai yang di inginkan,5
menarik cocok buat beli apa saja !!!!,5
dulu puas banget selalu dapat toko yang teliti tapi pas bikin shopee yang baru kenapa sering dapat toko yang hmmm salah kirim entah variant warna entah varient lainnya.,3
mantap,5
tidak banyak penipu. yg di sebelah 50%penipu soalnya,5
pengiriman tepat waktu,5
TopUp dipotong belanja dipotong hadeh,1
mantap pkok nyaa sangat bermanfaat,5
puas,5
the best pokoknya banyak promo & discount......lope..lope..lope..,5
sangat membatu.dn sngat puas,5
mantap,5
terbaik,5
pokonya shopee mantap dech,5
bagus,5
cuma susah dapat kridit,5
banyak bug,3
shopee membantu saya berbelanja dari rumah,5
aplikasi yang bagus untuk berbelanja online,4
sangat bagus,5
sangat membantu sekali bagi yg sibul,5
jaringan OKE tapi pas d buka malah lemott anjerrr,1
Aplikasi shopee memang terbaikk,5
sangat berguna sekali,5
baik pelayanannya,5
Bagus meskipun leg cok,5
keren dan sangat worted,5
sangat bermanfaat sekali,5
saat buka aplikasinya ngefris lama dan sering keluar sendiri tapi saya bangga banyak promo sangat besar,5
belanja dishopee mudah dan aman.,5
Online shopingg respon fast dan banyak promo yg bisa di pakai gift nya banyak terima kasih shopee memudah kan konsumen,5
sangat puas berbelanja di shopee,5
mending klw beli sistem cod jngn tf ga sampai tujuan...gw pernah 2ratus 50rbu melayang barang ga sampai,1
mudah hrga sesuai dngn kualitas brng n terpercaya.,5
tidak suka iklan nya,5
"Aplikasi terbaik dan menjadi andalan untuk belanja online,cari apapun ada semua disini.saking seringnya belanja dishopee tau² sampai keMember Platinum sudah banyak promo dan diskon yg saya dapatkan,the best shopee tingkatkan lagi promo dan diskon menarik lainnya ya 🤩👍🏻",5
bagus,5
lebih murah di banding dengan yg lainnya..,5
"puas belanja disopee recomen deh pokoknya g susah2keluar rumah,cukup nunggu dirumah barang sampai.👍",5
"hai shoppe sya dh lama pke apl ini kmrn"" sih g ada kendala apa"" nah sekarang Bru aq alami mau chek paylater aja kok susah banget, suruh aktifasi udah tp msh mbulet aja,,tolong d permudah spt bln"" kmrn.thanks",5
𝒔𝒂𝒏𝒈𝒂𝒕 𝒃𝒂𝒈𝒖𝒔 𝒅𝒂𝒏 𝒃𝒆𝒓𝒎𝒂𝒏𝒇𝒂𝒂𝒕,5
mantul,5
shopee belanja d shopee puas banget gk pernah kecewa😘🥰🥰,5
sering terhambat penggunaan aplikasi gegara sandi akun.,4
josss,5
menarik,5
senang berbelanja dishopee sering dpt gratis ongkir,5
adanya layanan ini semua jadi lebih dekat,5
Lumayan,4
memudah kan dalam belanja,5
"mudah , layanan baik ,barang nya juga bagus,",5
not bad,5
"tepat waktu,kurir ramah",5
"saya mndukung ulasan dibwh... utk tampilkan Nama,nomor Kurir saat pengantaran brg... (di menu LACAK) krn ini sangat membantu utk pesanan COD...",5
bagus,5
"dulu shoppe cukup bagus cepat,skrg makin parah khususny pengiriman, sd selangkah lg sampe muter2 lagi..balik lg ke hub yg jauh, sepertiny sd ckp lah belanja disini,lb baik ganti ke market place yg lb profesional",3
josss,4
"Saya dari dulu sampai sekrang suka sekali dengan aplikasi Shopee, sudah cocog dengan ini 👍👍👍🫶",5
👍👍,5
kepencet mlu,1
trmksh shopee sudah bantu keperluan usaha sy mg sukses sll Aammin 🙏,5
baguss,5
"apl yg paling aku suka, tdk ad apl yg lain tmpat aku cod slain apl in",5
Bagus,5
slalu yng terbaik di shopee,5
bagus,5
"suka, dan aku kasih bintang 4 saja supaya selalu terus memberikan pelayanan,kemudahan, promosi & keuntungan buat para pembeli/ penjual yang pakai apk ini",4
kenapa pmbelanjaan saya slalu d batalkan klo pake voucher dari shopee lha shopee yg ngasih giliran d pake d batalkan.. lelah sekali dg shopee😪 padahal saya co dan pake voucher yg d kasih shopee saat live malah alasannya aktivitas mencurigakan.,1
okkk,5
ya sangat membantu untuk berbelanja,5
sangaat bagus,5
"saya sangat senang bisa memesan barang apa yg saya mau, karena banyak gratis ongkir",5
"top banget sesuai gambar,,,tokonya bner2 amanan",5
jos,5
aplikasi belanja terbaik 👍,5
Trims - semua barang yg dibeli dn di pesan via shoope bagus dn baik diterima sesuai dgn pesanan waktu pengiriman tepat,5
sangat bagus dan sangat membantu,5
Lupamayan produknya tpi🙏 ongkirnya kadang mahal😂,5
"pengiriman sekarang lelet bat, dari hari Senen paket di proses di Pancoran mas doang ora di kirim2",1
lebih efisien di banding yang lain dan terpecaya,5
sangat membantu untuk berbagai hal,5
sangat membantu dalam kemudahan berbelanja,5
berguna untuk kepentingan pribadi,5
bagus sangat mudah untuk transaksi dan banyak bonus yang di kasi,5
"akun shopee saya di hapus, saya pindah di Tiktok belanja. pusing amat dengan shopee,,hapus permanen APK shopee",1
bagus,5
"pelayanan buruk, apalagi kalo pengembalian barang dan dana. lemot dan cenderung condong ke salah satu pihak",1
untuk saat ini bagus,5
good,5
barang yg datang selalu sesuai keinginan terima kasih shopee,5
semakin nyaman,4
"aneh sekali s shopee ini,,,udah ga nyamaan belanja d sini masa udah bayar langsung d batalin otomatis sma shopee nya, aneh aneh",1
makin kesini makin aneh dan tidak relevan... merugikan,1
Banget,5
"apk ini apa sama dengan shopee seller center ,mohon info ya",5
sangat membantu dalam jual beli online,5
udah yampai sangat bagus,5
Shopee banyak memberikan gratis ongkir dan potongan diskon,5
mantap,5
ok,5
tempat belanja yg menyenangkan,5
"Kenapa gak bisa dipasang dihp saya, dah beberepa kali saya unduh tetap gak bisa dipasang.",5
produk bagus,5
pelayanan bagis,5
kak tolong diperbaiki lagi shopee nya masak udah dibayar langsung dikembalikan ke shopee pay langsung ada tulisan aktivitas tidak wajar tolong ya kak di perbaiki lagi kalau tidak diperbaiki lagi maka hapus aplikasi shopee,1
matulll baget .. harga matul bahan bagus bagus sesuai yang ada,5
shopee berbelanja sgt mudah klu bisa utk spaylater yg d blok agar d buka lg,5
aplikasi yg bagus semoga semakin berkembang dan tidak mengecewakan,5
selalu puas pokok nyaa belanja dsni🤗🤗,5
puas,5
bagus,5
"baru buka shopee sudah keluar video promo segala macam sangat menganggu,,mana ga berhenti video nya muter terus kalau ga keluar dulu dari shopee nya,,, parah ini shopee",1
mantap 👍,5
"barang sesuai iklan, cepat sampai, kurir ramah",5
bagus sekali,5
amanah,5
"Perbaiki kurir lu untuk daerah kabupaten bekasi muara gembong dan suka tani, udh gudang beda 1 desa paket dibalikin karna alamat tidak jelas, tolol, pdhl pake sicepat besoknya lgsg sampai. jelek bgt sumpah jasa pemgirimannya daerah gw.",1
mantap,5
sangat membantu,5
pembelian sering gagal karena di batalin shopee dengan keterangan terindikasi ada kecurangan.lah emang gua ngapain??,1
"GA JELAS BANGET, JARINGAN GW BAGUS TAPI DI APLIKASI LEMOT"" TERUS KOCAK",1
kenceng kurir tie,5
blanja d shope praktis dan hemat,5
"sekarang tidak bisa lagi COD,aneh sekali,apa shopee tidak ingin aku membeli produknya ya?",2
baik,5
enak berbelanja,4
"sdh lama pake aflikasi ini unt belanja,apalgi bsa cod, TPI knapa skrng nga bsa cod lgi 😭",5
bagus,4
biasa pake jnt cepet sekarang pke spx lama betul 😞,2
bagus banget bajunya.,5
"tidak konsisten pengiriman kualitas barang ragu- ragu tiga kali pesan barang gak ada yang sampai !? ada apa aplikasi ini.??malah merusak perangkat saja.bagaimana cara log out dari akun?kurang nyaman dengan jasa pengiriman tertentu,masa pengiriman biasa diblokir secara sepihak padahal kesalahan dia barang tidak sampai alamat?!",2
sangat memuaskan,5
jozss,5
bintang 1 untuk proses return dan pengembalian dana yg menurut saya sangat menyebalkan saya menunggu hampir 2 minggu atao bahkan mau bertahun tahun. gila emang kayak nangani kasus korup 1000t,1
aplikasih yang sangat mudah buat berbelanja...gampang dan gak pake ribet,5
mantap lengkap semua ada,5
mantap,5
apk sampah mau login aja ribet sistem eror update mulu sistem gak bener mending apk sebelah aja,1
"BARANG-BARANG DI SHOPEE KEREN SEMUA DENGAN HARGA TERJANGKAU BISA COD,CEPAT SAMPAI THANKS SHOPEE",5
barang bagus,5
bagussss bangettttt,5
Saya suka dg pelayanan nya,5
sangat membantu di saat sulit untuk berbelanja shopee memberikan solusi dan bukti 👍👍👍👍👍👍,5
The Best Pokoke Shopee produk murah..selalu gratis ongkir..pengiriman cepat..ditambah lagi ada fitur shopee paylaternya sama Spinjamnya..terima kasih shopee😊🙏,5
pinjaman s pinjam nya di tambahin lagi ya,5
"aku mau cek out gabisa²gra2 no HP ny harus di ubah, pdhl sblm ny bisa, knpa skrg gabisa????",3
mantap,5
pokonya bagus sekali,5
sangat baik,5
"saya sudah 2 kali paket belum saya terima tapi statusnya sudah diterima dan kalau dicek bukti fotonya berada bukan di alamat tujuan, terutama menggunakan jasa spx. kedepannya kalau bisa segeraa dikasih nomor kurirnya",3
ok,5
sangat puas,5
shopee beda dari yg lain,5
"gak bisa komen banyak,barang² nya murah dan bagus 👍👍",5
baik,5
"senang menggunakan aplikasi SHOPEE ini...semoga tetep konsisten dalam melayani konsumennya..baik dari sisi harga,pelayanan dan pengirimannya yang cepat.Saya tidak menggunakan aplikasi lainnya,hanya SHOPEE ini saja",5
mkin suka bgt pke shopiee mkin byk fitur menarik byk promo dll. pokonya puas bgt pake shopiee,5
sangat memuaskan,5
baik,5
sangat bagus dan berkualitas,5
puas dengan pelayanannya terimakasih atas semua kerjasamanya,5
Makin kacau Shopee pelayanannya.. dulu mesen paket gercep diproses kurir ekspedisi & WH logosnya.. skrg lama bener dah harus nunggu hampir seminggu padahal jarak lokasi masi satu daerah jawa barat.. kenapa paket saya dioper oper lagi ke jaktim cakung dc???? kekurangan karyawan atau gimana ini sistemnya? tlg dong kerjasamanya.. kita mesen paket jg bayar gk gratis.,3
terimakasih,3
good,5
lancar aja,5
senang belanja di sini,5
bagus,5
belanja mudah dan banyk vocer diskon2 nyah,5
tempat belanja terbaik sepanjang masa,5
aplikasi mantap,5
semoga lebih baik lagi untuk penjualan barang nya penyortiran Nya,5
semoga jaya abadi,5
shopee memang is the best,5
saya suka saya suka,5
"pengiriman spx standar buruk, lebih dari estimasi pengiriman. Ada paket yang hilang, padahal baru dikirim seller masa udh hilang. Untung ada yg instan",1
ok,5
aplikasi lelet dan banyak iklan live otomatis yg mengganggu...,1
sangat bermanfaat,5
ok,5
Bagus bangettt murah murah lagii di shope jdi pengen beli teruss,5
Mempermudah dan pembelian produk,5
shoppe sngt profesional..barang tdk cocok uang kembali tnpa ada potongan,5
sangat suka sekali sama aplikasi ini,5
"aplikasinya bukan makin bagus malah makim BERAT,belum lagi peayanan jasa kirim SPX kurir nya MALAS !",3
baikbagusnyaman,5
ok,5
"Saya sebagai penjual star+ dan pembeli platinum. Sebagai pembeli sangat puas, tp sebagai penjual agak nyesek dengan biaya adminnya. Tapi tetap semangat💪💪",5
sekarang pengiriman di shopee makin lama selama pengiriman lewat jnt tidak ada,2
saran saya kasih kembali JNT karena pengiriman cepat,4
lebih cepat,5
"belanja tdk perlu sulit, shopee memudahkan segalanya..",5
shopee 👍👍,5
"gampang beli barang, kadang juga kecewa karena sering banyak penipuan dari barang, dan mohon banyakin diskon biar pembeli lebih menghemat dompet.",5
tiap buka apk pasti ke live yg bikin lag saja,1
sangatlah bagus,5
kurir sope di da erah pamekasan madura batu mamar. sekarang gak ngirim paket kerumah yang beli tiba2 di kembalikan,1
"semenjak j&t keluar dari shopee pengiriman semakin lambat, yg biasanya Lampung ke Medan paling lama 3 - 4 hari sudah sampai sekarang mau 5 - 6 hari baru sampai",5
semuga tambah lancar dn maju aplikasi ini. sangat membantu masyarakat. trmksih shoppe. gratis ongkir dn $diskon tingkatkan lagi,5
kenapa banyak yg komplain ya? apk nya b aja mungkin itu hp kalian yg agak agakk Gimana,4
mantab sukses selalu,5
bagus banget,5
enak tuk belanja engak jauh2,5
"Aplikasi favorit buat belanja ini mah, shopee emang gaada obat, tambahin fitur lebih banyak min biar ada sensasi baru, pembayaran dan pengiriman barang emang paling the best tepat waktu dan mudah untuk pembayaran nya auto bintang⭐⭐⭐⭐⭐",5
menyenangkan,5
ok,5
"Semoga gratis ongkir nya sering"" Ckup memuaskan,,,saya sangat menyukai shopee,,,shopee sgt membantu saya",5
bagus,5
sangat membantu mencari barang,5
oke banget,5
Sangat membantu..,5
"Saat ini shopee aplikasi yang komplit, satu aplikasi bisa beberapa produk.",5
"Dengan adanya aplikasi Shopee buat aku senang karena belanja lebih mudah ngak repot"" pergi keluar, tinggal duduk santai di rumah barang datang bayar udah, makasih Shopee💖🙏😇",5
luarbiasa,5
menrrtku Shopi itu sangat membantu saya dlm belanja apa y aku inginkan dan hrgany jg terjangkau makasih shopyyy,4
kenapa aku gx bsa dowlod apl shope ya pdhl kmren udh pkek apl nya krna gx sngaja kehapus mlah skrng gx bsa di dowlod,4
sangat puas..🙏,5
sangat bagus,5
bagus,5
ok,5
bagus,5
terpercaya,5
shoppy belanja baik..beda sya yg lain,5
Pelayanan service cukup baik,5
aplikasi gajelas buka yg lain lancar aja main game lancar aja giliran buka ni apk malah lelet,1
pertahankan ....n jaga kualitas penjual ...agar konsumen puas,5
lancar terus yah,5
buruk,1
mantap,5
"pilihan produk beragam,harga bersahabat",5
"pas dapet gratis ongkir mau di blokir akun saya, pas no gratis ongkir bisa aneh males jadinya",1
sangat baik sekali apk ini,5
mantap,5
"sekarang shopee ko pengiriman nya jd lamaa yah, tp gpp ttp setia smaa Shopee dr dluu",3
paling mantab 😊😊😊😊😊😊😊😍😍😍😍😍,5
"keamanan dan kepuasaan belanja, spaylater",5
bagyus,5
aplikasi mudah,5
aku suka dengan applikasi belanja online ini,5
Bagus banyak produk terbaru canggih dan murah diskon,5
mantap ongkirnya murah,5
"sy mau bayar spaylater tp aplikasi spaylater sy tdk bs dibuka,sy sdh hub choki jawabnya itu2 sj.",5
"sangat membantu mempertemukan pembeli dg penjual, terima kasih 🙏 shopee",5
mantap,5
banyak diskon,5
shopee mantapp👍👍👍,5
puas bgt dengan aplikasi shopee,5
semakin banyak fiturnya.. bagus..,5
"sumpah ini apk lemot bgt padahal buat tik Tokan, Ig ,FB lancar buat shopee lancar sintapi pas cek out mlh ngeleg mana udh di tunggu 30 menit tetep gak bisa ni apk",1
toko online terbaik,5
bagus,5
paling top sedunia online shop 😍,5
kakak mohon kangan munculkan shoppe jungkir balik jangan spam hp ku ya kakak,5
"dari awal udh login akun tapi akunnya ga muncul. saldo spay tidak terlihat. mau liat riwayat belanjaan gabisa. jadi aku gatau paketku sampai mana, apakah nyasar atau ngga.",1
"kok sopi saya sering mengalami error pas membeli sesuatu contohnya ""saldo tidak mencukupi""..",1
is so good banget🥰🥰🥰🥰🥰🥰,5
bagus sekali,5
mudah berbelanja,5
aplikasi nya bagus tapi banyak penipuan di shope mohon di hapus penipuan penipuan di shopee biar makin bagus,3
cukup baik hanya terkendala di pengiriman,5
bagus sekali,5
puas banget sama aplikasi ini.pesanan datang dengan sesuai dan cepat.terus juga ada voucer gratis ongkirnya jugaa jadi lebih sedikit mengeluarkan biaya.,3
apk online terkeren,5
ok,4
sangat bermanfaat,5
Sejauh ini masih ok,5
keren,5
Suka,5
josss,5
sangat membantu,5
baik,4
Bintang 5 buat shopee semua kebutuhan bsa di dptkn dgn mudah di shopee mantaaapp👍🥰🥰,5
sangat memuaskan,5
bagus banget yuk download aplikasi nya sekarang,5
sangat membatu,5
😎👍👍👍👍👍👍bagus mantap,4
sangat bagusss,5
Aku sangat suka belanja di shopee tapi iklannya Dikurangin Ya sangat mengganggu bagi saya iklan shopee ada di mana-mana,5
mantap,5
aplikasi favorit si wkwk,5
"komplit, apa aja ada, pilihan banyak, banyak acara menarik juga, bisa ikutan belajar cari cuan.",5
shoppee is the best belanja online jd lebih mudah dan murah untuk para penjual abal abal tolong jgn jualan di shopee deh krena produk kalian banyak yg tidak berkualitas dan kalian hanya mencari keuntungan dgn cara yg tidak jujur,5
"Shopy emng pinjol the best pokok nya...smoga smakin sukses..,👍👍👌",5
Ini apaan sih.. dah bener kalau masuk aplikasi ga buka video.. ini bu apk malah masuk video.. dah gitu stuck diem di videonya lama... Dah balik ke home aja masih ada suara video nya. Emang buka shopee mau nonton video???? Yg ngeselin stuck nya itu lho..,1
